visualization_filename, serialization
('BPIC15_3/process_tree_case_size_betwee_15_and_18_noise_60.svg', "->( 'register submission date request', X( tau, +( 'forward to the competent authority', 'phase application received', X( tau, 'enter date termination request received' ), 'regular procedure without MER', ->( +( X( tau, 'enter senddate confirmation request' ), ->( +( *( 'enter senddate procedure confirmation', tau ), ->( 'OLO messaging active', X( tau, +( 'applicant is stakeholder', ->( X( tau, +( 'enter senddate acknowledgement', ->( X( tau, 'reception through OLO' ), *( 'send confirmation receipt', tau ) ) ) ), X( tau, 'register deadline', 'temporary permit', ->( X( 'MER required', 'MER present' ), 'activities regular procedure', 'phased application', X( tau, ->( 'first or second phase', 'term 14 or 26 weeks' ) ) ) ), X( tau, ->( X( tau, 'registration date publication' ), 'inform BAG administrator' ) ), X( *( 'registrer date of publishing received request', tau ), ->( X( tau, ->( 'start phased application', 'read field phased application' ) ), +( 'send procedure confirmation', X( tau, 'enter senddate retrieve missing data' ) ) ), ->( X( tau, ->( 'publish', 'create letter requesting missing data', 'phase asked additional information' ) ), 'start WABOprocedure', 'create procedure confirmation', 'create subcases completeness' ) ), 'treat subcases completeness', 'subcases completeness completed', 'procedure change', X( tau, ->( 'WAW permit aspect', 'multiple components selected' ) ), 'request complete', 'term for supplying missing data', X( tau, 'retrieve missing data' ) ) ) ) ) ), X( tau, ->( 'create decision terminate on request', 'decision terminate on request', 'phase procedure aborted', X( tau, 'stop process after terminate on request' ) ) ) ) ), X( tau, 'initiative competent authority' ) ) ) ), X( tau, 'suspend term', 'close case', ->( 'phase procedure prematurely terminated', 'create message terminate request' ), ->( 'receive additional information', 'keep permanently suspended', 'creating decision permanently suspended' ) ) )")
('BPIC15_3/process_tree_case_size_betwee_15_and_18_noise_70.svg', "->( 'register submission date request', X( tau, ->( +( 'applicant is stakeholder', 'forward to the competent authority', 'phase application received', 'regular procedure without MER', ->( X( tau, ->( 'OLO messaging active', +( 'enter senddate acknowledgement', *( 'send confirmation receipt', tau ) ) ), ->( X( tau, ->( X( 'MER required', 'MER present' ), 'activities regular procedure', 'phased application', 'first or second phase', 'term 14 or 26 weeks' ) ), X( ->( 'create procedure confirmation', 'publish', 'create subcases completeness', 'create letter requesting missing data', 'phase asked additional information', 'start WABOprocedure' ), ->( X( tau, ->( 'start phased application', 'read field phased application' ) ), +( 'enter date termination request received', 'enter senddate procedure confirmation' ), X( 'temporary permit', ->( 'register date decision terminate on request', X( 'register deadline', 'stop process after terminate on request' ), 'enter senddate confirmation request' ) ), 'send procedure confirmation' ) ), X( tau, 'enter senddate retrieve missing data' ) ) ), X( tau, 'WAW permit aspect' ) ) ), 'treat subcases completeness', 'subcases completeness completed', 'procedure change', X( tau, 'multiple components selected' ), 'request complete', 'term for supplying missing data', 'retrieve missing data' ) ), X( tau, 'suspend term', 'close case', ->( 'phase procedure prematurely terminated', 'create message terminate request' ), ->( 'receive additional information', 'keep permanently suspended', 'creating decision permanently suspended' ) ) )")
('BPIC15_3/process_tree_case_size_betwee_15_and_18_noise_80.svg', "->( 'register submission date request', X( tau, +( 'forward to the competent authority', ->( +( 'phase application received', 'regular procedure without MER', X( ->( 'OLO messaging active', X( tau, ->( 'reception through OLO', 'WAW permit aspect' ) ), 'applicant is stakeholder', *( 'send confirmation receipt', tau ), 'enter senddate acknowledgement' ), ->( X( 'inform BAG administrator', ->( X( 'MER required', 'MER present' ), 'activities regular procedure', 'phased application', X( 'create procedure confirmation', ->( 'first or second phase', 'term 14 or 26 weeks' ) ) ) ), +( 'enter senddate confirmation request', ->( +( *( 'enter senddate procedure confirmation', tau ), ->( X( 'temporary permit', ->( 'enter date termination request received', 'register date decision terminate on request', 'register deadline' ) ), X( ->( X( 'enter senddate retrieve missing data', ->( 'start phased application', 'read field phased application' ) ), *( 'send procedure confirmation', tau ) ), +( 'publish', X( ->( 'registrer date of publishing received request', 'treat subcases completeness', 'subcases completeness completed' ), ->( 'create subcases completeness', 'create letter requesting missing data', 'phase asked additional information', 'start WABOprocedure' ) ) ) ) ) ), X( tau, 'stop process after terminate on request' ) ) ) ) ) ), 'procedure change', X( tau, 'multiple components selected' ), 'request complete', 'term for supplying missing data', 'retrieve missing data' ) ) ), X( 'suspend term', 'close case', ->( 'phase procedure prematurely terminated', 'create message terminate request' ), ->( 'receive additional information', 'keep permanently suspended', 'creating decision permanently suspended' ) ) )")
('BPIC15_3/process_tree_case_size_betwee_15_and_18_noise_90.svg', "->( 'register submission date request', X( tau, +( 'forward to the competent authority', ->( +( 'phase application received', 'regular procedure without MER', X( ->( 'OLO messaging active', 'reception through OLO', 'WAW permit aspect', 'applicant is stakeholder', *( 'send confirmation receipt', tau ), 'enter senddate acknowledgement' ), ->( X( 'inform BAG administrator', ->( X( 'MER required', 'MER present' ), 'activities regular procedure', 'phased application', X( 'create procedure confirmation', ->( 'first or second phase', 'term 14 or 26 weeks' ) ) ) ), +( 'enter senddate confirmation request', ->( +( *( 'enter senddate procedure confirmation', tau ), ->( X( 'temporary permit', ->( 'enter date termination request received', 'register date decision terminate on request', 'register deadline' ) ), X( ->( X( 'enter senddate retrieve missing data', ->( 'start phased application', 'read field phased application' ) ), *( 'send procedure confirmation', tau ) ), +( 'publish', X( ->( 'registrer date of publishing received request', 'treat subcases completeness', 'subcases completeness completed' ), ->( 'create subcases completeness', 'create letter requesting missing data', 'phase asked additional information', 'start WABOprocedure' ) ) ) ) ) ), X( tau, 'stop process after terminate on request' ) ) ) ) ) ), 'procedure change', X( tau, 'multiple components selected' ), 'request complete', 'term for supplying missing data', 'retrieve missing data' ) ) ), X( 'suspend term', 'close case', ->( 'phase procedure prematurely terminated', 'create message terminate request' ), ->( 'receive additional information', 'keep permanently suspended', 'creating decision permanently suspended' ) ) )")
('BPIC15_3/process_tree_case_size_betwee_17_and_19_noise_10.svg', "->( 'register submission date request', +( 'forward to the competent authority', 'phase application received', 'regular procedure without MER', X( tau, 'enter senddate confirmation request' ), ->( +( X( tau, 'enter date termination request received' ), ->( +( X( tau, *( 'enter senddate procedure confirmation', tau ) ), ->( X( tau, 'OLO messaging active' ), +( X( tau, 'enter senddate acknowledgement' ), ->( X( tau, 'reception through OLO' ), +( X( tau, 'phase application receptive' ), ->( +( *( 'send confirmation receipt', tau ), ->( X( tau, ->( 'register date decision terminate on request', X( tau, 'register deadline' ) ) ), +( X( tau, 'terminate on request' ), ->( +( X( tau, 'applicant is stakeholder' ), ->( X( tau, 'inform BAG administrator' ), *( ->( X( 'enter senddate retrieve missing data', ->( X( tau, 'registrer date of publishing received request' ), X( tau, 'send procedure confirmation' ), X( tau, ->( X( tau, +( X( tau, 'create subcases completeness' ), ->( +( X( tau, 'create procedure confirmation' ), X( tau, ->( X( tau, ->( 'treat subcases completeness', X( tau, 'subcases completeness completed' ) ) ), X( 'procedure change', ->( 'WAW permit aspect', X( tau, 'multiple components selected' ) ) ), 'request complete', X( tau, ->( 'term for supplying missing data', X( tau, 'create letter requesting missing data' ) ) ) ) ) ), X( tau, 'publish' ) ) ) ), X( tau, 'start WABOprocedure' ) ) ) ) ), X( tau, +( X( tau, 'retrieve missing data' ), X( tau, 'phase asked additional information' ) ) ) ), tau ) ) ), X( tau, 'extend procedure term' ) ) ) ) ), X( tau, ->( 'send letter in progress', X( tau, 'treat subcases content' ) ) ) ) ) ) ) ) ), X( tau, 'initiative competent authority' ) ) ), X( tau, ->( X( ->( 'create decision terminate on request', 'decision terminate on request' ), +( 'create message terminate request', ->( X( tau, ->( 'message terminate request', 'read publication date field' ) ), 'phase procedure prematurely terminated' ) ) ), X( tau, ->( 'phase procedure aborted', X( tau, 'stop process after terminate on request' ) ) ) ) ) ) ), X( tau, 'registration date publication', 'suspend term', 'close case', 'enter senddate request termination', ->( 'receive additional information', 'keep permanently suspended', 'creating decision permanently suspended' ) ) )")
('BPIC15_3/process_tree_case_size_betwee_17_and_19_noise_20.svg', "->( 'register submission date request', +( 'forward to the competent authority', 'phase application received', 'regular procedure without MER', ->( +( X( tau, 'enter senddate confirmation request' ), ->( +( X( tau, 'enter senddate procedure confirmation' ), ->( X( tau, 'OLO messaging active' ), +( 'enter senddate acknowledgement', ->( X( tau, 'reception through OLO' ), X( tau, 'applicant is stakeholder' ), +( X( tau, 'register date decision terminate on request' ), X( tau, 'enter date termination request received' ), *( 'send confirmation receipt', tau ) ) ) ) ) ), X( tau, 'register deadline' ) ) ), X( tau, ->( 'send procedure confirmation', X( tau, 'terminate on request' ) ) ), X( tau, ->( X( tau, ->( 'treat subcases completeness', 'subcases completeness completed' ) ), +( X( tau, *( 'start WABOprocedure', tau ) ), ->( *( ->( X( 'create procedure confirmation', ->( 'procedure change', 'request complete', 'term for supplying missing data', X( tau, 'create letter requesting missing data' ) ) ), X( tau, 'publish' ), X( tau, 'create subcases completeness' ) ), tau ), X( tau, +( 'retrieve missing data', X( tau, 'phase asked additional information' ) ) ) ) ) ) ) ) ), X( tau, 'enter senddate retrieve missing data', ->( X( ->( 'create decision terminate on request', 'decision terminate on request' ), +( 'create message terminate request', ->( X( tau, ->( 'message terminate request', 'read publication date field' ) ), 'phase procedure prematurely terminated' ) ) ), 'phase procedure aborted' ) ), X( tau, 'registration date publication', 'suspend term', 'close case', 'enter senddate request termination', ->( 'receive additional information', 'keep permanently suspended', 'creating decision permanently suspended' ) ) )")
('BPIC15_3/process_tree_case_size_betwee_17_and_19_noise_30.svg', "->( 'register submission date request', +( 'forward to the competent authority', 'phase application received', 'regular procedure without MER', ->( X( tau, 'OLO messaging active' ), X( tau, 'applicant is stakeholder' ), +( X( tau, 'enter senddate confirmation request' ), ->( +( 'enter senddate acknowledgement', ->( X( tau, 'reception through OLO' ), *( 'send confirmation receipt', tau ) ) ), X( tau, ->( +( X( tau, 'enter date termination request received' ), 'enter senddate procedure confirmation' ), X( tau, 'register date decision terminate on request' ) ) ), X( tau, 'register deadline' ) ) ), X( tau, ->( 'send procedure confirmation', X( tau, 'terminate on request' ) ) ), X( tau, ->( 'treat subcases completeness', 'subcases completeness completed' ) ), +( X( tau, *( 'start WABOprocedure', tau ) ), ->( *( ->( X( 'create procedure confirmation', ->( 'procedure change', 'request complete', 'term for supplying missing data', X( tau, 'create letter requesting missing data' ) ) ), X( tau, 'publish' ), X( tau, 'create subcases completeness' ) ), tau ), X( tau, +( 'retrieve missing data', X( tau, 'phase asked additional information' ) ) ) ) ) ) ), X( tau, 'enter senddate retrieve missing data', ->( X( ->( 'create decision terminate on request', 'decision terminate on request' ), +( 'create message terminate request', ->( X( tau, ->( 'message terminate request', 'read publication date field' ) ), 'phase procedure prematurely terminated' ) ) ), 'phase procedure aborted' ) ), X( tau, 'registration date publication', 'suspend term', 'close case', 'enter senddate request termination', ->( 'receive additional information', 'keep permanently suspended', 'creating decision permanently suspended' ) ) )")
('BPIC15_3/process_tree_case_size_betwee_17_and_19_noise_40.svg', "->( 'register submission date request', +( 'forward to the competent authority', 'phase application received', 'regular procedure without MER', X( tau, 'enter senddate confirmation request' ), ->( +( X( tau, 'enter date termination request received' ), ->( +( X( tau, *( 'enter senddate procedure confirmation', tau ) ), ->( 'OLO messaging active', +( 'enter senddate acknowledgement', ->( X( tau, 'reception through OLO' ), +( 'applicant is stakeholder', ->( X( tau, 'temporary permit' ), +( X( tau, 'phase application receptive' ), ->( +( *( 'send confirmation receipt', tau ), ->( X( tau, ->( 'register date decision terminate on request', 'register deadline' ), 'no permit needed or only notification needed' ), +( X( tau, 'terminate on request' ), ->( X( tau, 'inform BAG administrator' ), X( tau, ->( +( 'send procedure confirmation', X( tau, *( 'registrer date of publishing received request', tau ) ) ), X( tau, ->( 'treat subcases completeness', 'subcases completeness completed', X( tau, ->( 'WAW permit aspect', X( tau, 'multiple components selected' ) ) ) ) ) ) ), +( *( 'start WABOprocedure', tau ), ->( X( tau, ->( 'create procedure confirmation', X( tau, 'publish' ), 'create subcases completeness' ) ), 'procedure change', 'request complete', 'term for supplying missing data', X( tau, 'create letter requesting missing data' ), X( tau, +( 'retrieve missing data', X( tau, 'phase asked additional information' ) ) ) ) ), X( tau, 'enter senddate retrieve missing data' ), X( tau, 'extend procedure term' ) ) ) ) ), X( tau, ->( 'send letter in progress', X( tau, 'treat subcases content' ) ) ) ) ) ) ) ) ) ) ), X( tau, 'initiative competent authority' ) ) ), X( tau, ->( X( ->( 'create decision terminate on request', 'decision terminate on request' ), +( 'create message terminate request', ->( X( tau, ->( 'message terminate request', 'read publication date field' ) ), 'phase procedure prematurely terminated' ) ) ), 'phase procedure aborted', X( tau, 'stop process after terminate on request' ) ) ) ) ), X( tau, 'registration date publication', 'suspend term', 'close case', 'enter senddate request termination', ->( 'receive additional information', 'keep permanently suspended', 'creating decision permanently suspended' ) ) )")
('BPIC15_3/process_tree_case_size_betwee_17_and_19_noise_50.svg', "->( 'register submission date request', X( tau, +( 'forward to the competent authority', 'phase application received', 'regular procedure without MER', X( tau, 'enter senddate confirmation request' ), ->( +( X( tau, 'enter date termination request received' ), ->( +( X( tau, *( 'enter senddate procedure confirmation', tau ) ), ->( 'OLO messaging active', +( 'enter senddate acknowledgement', ->( X( tau, 'reception through OLO' ), +( 'applicant is stakeholder', ->( X( tau, 'temporary permit' ), X( *( 'send confirmation receipt', tau ), ->( X( tau, ->( 'register date decision terminate on request', 'register deadline' ), 'no permit needed or only notification needed' ), +( X( tau, 'terminate on request' ), ->( X( tau, 'inform BAG administrator' ), +( 'send procedure confirmation', X( tau, *( 'registrer date of publishing received request', tau ) ) ), 'treat subcases completeness', 'subcases completeness completed', X( tau, ->( 'WAW permit aspect', 'multiple components selected' ) ), +( 'create procedure confirmation', X( tau, 'start WABOprocedure' ) ), X( tau, 'publish' ), 'create subcases completeness', 'procedure change', 'request complete', 'term for supplying missing data', X( tau, 'create letter requesting missing data' ), X( tau, 'retrieve missing data' ), X( tau, 'phase asked additional information' ), X( tau, 'enter senddate retrieve missing data' ), X( tau, 'extend procedure term' ) ) ) ) ) ) ) ) ) ) ), X( tau, 'initiative competent authority' ) ) ), X( tau, ->( X( ->( 'create decision terminate on request', 'decision terminate on request' ), +( 'create message terminate request', ->( 'message terminate request', 'read publication date field', 'phase procedure prematurely terminated' ) ) ), 'phase procedure aborted', X( tau, 'stop process after terminate on request' ) ) ) ) ) ), X( tau, 'registration date publication', 'suspend term', 'close case', 'enter senddate request termination', ->( 'receive additional information', 'keep permanently suspended', 'creating decision permanently suspended' ) ) )")
('BPIC15_3/process_tree_case_size_betwee_17_and_19_noise_60.svg', "->( 'register submission date request', X( tau, +( 'forward to the competent authority', 'phase application received', 'regular procedure without MER', X( tau, 'enter senddate confirmation request' ), ->( +( X( tau, 'enter date termination request received' ), ->( +( *( 'enter senddate procedure confirmation', tau ), ->( 'OLO messaging active', +( 'enter senddate acknowledgement', ->( X( tau, 'reception through OLO' ), +( 'applicant is stakeholder', ->( X( tau, 'temporary permit' ), X( *( 'send confirmation receipt', tau ), ->( X( tau, ->( 'register date decision terminate on request', 'register deadline' ), 'no permit needed or only notification needed' ), +( X( tau, 'terminate on request' ), ->( X( tau, 'inform BAG administrator' ), +( 'send procedure confirmation', X( tau, *( 'registrer date of publishing received request', tau ) ) ), 'treat subcases completeness', 'subcases completeness completed', X( tau, ->( 'WAW permit aspect', 'multiple components selected' ) ), +( 'create procedure confirmation', X( tau, 'start WABOprocedure' ) ), X( tau, 'publish' ), 'create subcases completeness', 'procedure change', 'request complete', 'term for supplying missing data', 'create letter requesting missing data', 'retrieve missing data', 'phase asked additional information', X( tau, 'enter senddate retrieve missing data' ), X( tau, 'extend procedure term' ) ) ) ) ) ) ) ) ) ) ), X( tau, 'initiative competent authority' ) ) ), X( tau, ->( X( ->( 'create decision terminate on request', 'decision terminate on request' ), +( 'create message terminate request', ->( 'message terminate request', 'read publication date field', 'phase procedure prematurely terminated' ) ) ), 'phase procedure aborted', X( tau, 'stop process after terminate on request' ) ) ) ) ) ), X( tau, 'registration date publication', 'suspend term', 'close case', 'enter senddate request termination', ->( 'receive additional information', 'keep permanently suspended', 'creating decision permanently suspended' ) ) )")
('BPIC15_3/process_tree_case_size_betwee_17_and_19_noise_70.svg', "->( 'register submission date request', X( tau, ->( X( ->( 'enter senddate procedure confirmation', 'enter date termination request received', +( ->( 'register date decision terminate on request', 'register deadline' ), 'enter senddate confirmation request' ) ), ->( 'OLO messaging active', X( 'reception through OLO', +( 'applicant is stakeholder', 'phase application received' ) ), *( 'send confirmation receipt', tau ), X( tau, 'no permit needed or only notification needed' ), 'enter senddate acknowledgement', +( 'create procedure confirmation', X( tau, 'start WABOprocedure' ) ), 'publish', 'create subcases completeness' ) ), X( tau, 'temporary permit' ), *( X( ->( 'regular procedure without MER', X( 'send procedure confirmation', 'forward to the competent authority' ) ), ->( 'treat subcases completeness', 'subcases completeness completed', 'procedure change', 'request complete', 'term for supplying missing data', 'create letter requesting missing data' ) ), tau ), X( tau, 'extend procedure term' ), X( tau, ->( 'terminate on request', 'create decision terminate on request', 'decision terminate on request' ) ), X( tau, +( 'create message terminate request', ->( 'message terminate request', 'read publication date field', 'phase procedure prematurely terminated' ) ) ), X( tau, 'phase procedure aborted' ) ) ), X( 'registration date publication', 'suspend term', 'close case', 'enter senddate request termination', ->( 'receive additional information', 'keep permanently suspended', 'creating decision permanently suspended' ) ) )")
('BPIC15_3/process_tree_case_size_betwee_17_and_19_noise_80.svg', "->( 'register submission date request', X( tau, ->( X( tau, ->( +( 'applicant is stakeholder', 'phase application received', ->( X( ->( 'OLO messaging active', *( 'send confirmation receipt', tau ), 'enter senddate acknowledgement' ), ->( +( X( *( 'registrer date of publishing received request', tau ), 'enter date termination request received' ), 'enter senddate procedure confirmation' ), +( ->( 'register date decision terminate on request', 'register deadline' ), 'enter senddate confirmation request' ) ) ), X( tau, 'WAW permit aspect' ) ) ), X( tau, 'create letter requesting missing data' ), 'forward to the competent authority', X( tau, 'inform BAG administrator', 'temporary permit' ), 'regular procedure without MER', 'send procedure confirmation', 'treat subcases completeness', 'subcases completeness completed' ) ), 'procedure change', X( tau, 'multiple components selected' ), 'request complete', 'term for supplying missing data' ) ), X( 'registration date publication', 'suspend term', 'close case', 'enter senddate request termination', ->( 'receive additional information', 'keep permanently suspended', 'creating decision permanently suspended' ) ) )")
('BPIC15_3/process_tree_case_size_betwee_17_and_19_noise_90.svg', "->( 'register submission date request', X( tau, ->( X( tau, ->( +( 'applicant is stakeholder', 'phase application received', ->( X( ->( 'OLO messaging active', *( 'send confirmation receipt', tau ), 'enter senddate acknowledgement' ), ->( +( X( *( 'registrer date of publishing received request', tau ), 'enter date termination request received' ), 'enter senddate procedure confirmation' ), +( ->( 'register date decision terminate on request', 'register deadline' ), 'enter senddate confirmation request' ) ) ), X( tau, 'WAW permit aspect' ) ) ), 'create letter requesting missing data', 'forward to the competent authority', X( 'inform BAG administrator', 'temporary permit' ), 'regular procedure without MER', 'send procedure confirmation', 'treat subcases completeness', 'subcases completeness completed' ) ), 'procedure change', X( tau, 'multiple components selected' ), 'request complete', 'term for supplying missing data' ) ), X( 'registration date publication', 'suspend term', 'close case', 'enter senddate request termination', ->( 'receive additional information', 'keep permanently suspended', 'creating decision permanently suspended' ) ) )")
('BPIC15_3/process_tree_case_size_betwee_18_and_19_noise_10.svg', "->( 'register submission date request', X( tau, 'OLO messaging active' ), +( 'forward to the competent authority', 'phase application received', 'regular procedure without MER', X( tau, 'enter senddate confirmation request' ), ->( +( X( tau, 'enter date termination request received' ), ->( +( X( tau, 'terminate on request' ), ->( +( *( 'send confirmation receipt', tau ), ->( +( X( tau, 'applicant is stakeholder' ), ->( X( tau, 'no permit needed or only notification needed' ), 'enter senddate acknowledgement', X( tau, +( X( tau, 'reception through OLO' ), 'enter senddate procedure confirmation' ) ) ) ), X( tau, 'register date decision terminate on request' ) ) ), X( tau, 'register deadline', 'temporary permit' ), *( ->( X( tau, ->( 'enter senddate retrieve missing data', X( tau, 'registrer date of publishing received request' ) ) ), X( tau, ->( X( tau, 'send procedure confirmation' ), X( tau, ->( X( tau, ->( 'treat subcases completeness', 'subcases completeness completed', X( tau, ->( 'WAW permit aspect', 'multiple components selected' ) ) ) ), *( ->( X( tau, 'create procedure confirmation' ), +( X( tau, 'publish' ), ->( X( tau, +( X( tau, 'procedure change' ), X( tau, 'start WABOprocedure' ), X( tau, 'create subcases completeness' ) ) ), X( tau, ->( 'request complete', 'term for supplying missing data', X( tau, 'create letter requesting missing data' ) ) ) ) ) ), tau ) ) ) ) ), X( tau, +( X( tau, 'retrieve missing data' ), X( tau, 'phase asked additional information' ) ) ) ), tau ), X( tau, 'extend procedure term' ) ) ), X( tau, 'initiative competent authority' ) ) ), X( tau, ->( X( ->( 'create decision terminate on request', 'decision terminate on request' ), ->( 'create message terminate request', 'message terminate request', 'read publication date field', 'phase procedure prematurely terminated' ) ), 'phase procedure aborted', X( tau, 'stop process after terminate on request' ) ) ) ) ), X( tau, 'close case', 'enter senddate request termination', ->( 'receive additional information', 'keep permanently suspended', 'creating decision permanently suspended' ) ) )")
('BPIC15_3/process_tree_case_size_betwee_18_and_19_noise_20.svg', "->( 'register submission date request', X( tau, 'OLO messaging active' ), +( 'forward to the competent authority', 'phase application received', 'regular procedure without MER', X( tau, 'enter senddate confirmation request' ), ->( +( X( tau, 'enter date termination request received' ), ->( +( X( tau, 'terminate on request' ), ->( +( *( 'send confirmation receipt', tau ), ->( X( tau, 'applicant is stakeholder' ), 'enter senddate acknowledgement', X( tau, 'reception through OLO' ), X( tau, 'enter senddate procedure confirmation' ), X( tau, 'register date decision terminate on request' ) ) ), X( tau, ->( X( tau, 'register deadline', 'temporary permit' ), 'send procedure confirmation' ) ), X( tau, +( X( tau, 'enter senddate retrieve missing data' ), ->( X( tau, ->( 'treat subcases completeness', 'subcases completeness completed', X( tau, ->( 'WAW permit aspect', 'multiple components selected' ) ) ) ), +( X( tau, *( 'start WABOprocedure', tau ) ), ->( +( 'request complete', *( X( 'procedure change', ->( X( 'create procedure confirmation', ->( 'term for supplying missing data', X( tau, 'create letter requesting missing data' ) ) ), X( tau, 'publish' ), X( tau, 'create subcases completeness' ) ) ), tau ) ), +( 'retrieve missing data', X( tau, 'phase asked additional information' ) ) ) ) ) ) ), X( tau, 'extend procedure term' ) ) ), X( tau, 'initiative competent authority' ) ) ), X( tau, ->( X( ->( 'create decision terminate on request', 'decision terminate on request' ), ->( 'create message terminate request', 'message terminate request', 'read publication date field', 'phase procedure prematurely terminated' ) ), 'phase procedure aborted', X( tau, 'stop process after terminate on request' ) ) ) ) ), X( tau, 'close case', 'enter senddate request termination', ->( 'receive additional information', 'keep permanently suspended', 'creating decision permanently suspended' ) ) )")
('BPIC15_3/process_tree_case_size_betwee_18_and_19_noise_30.svg', "->( 'register submission date request', X( tau, 'OLO messaging active' ), +( 'forward to the competent authority', 'phase application received', 'regular procedure without MER', X( tau, 'enter senddate confirmation request' ), ->( +( X( tau, 'enter date termination request received' ), ->( +( X( tau, 'terminate on request' ), ->( X( tau, 'applicant is stakeholder' ), +( 'enter senddate acknowledgement', ->( X( tau, 'reception through OLO' ), *( 'send confirmation receipt', tau ) ) ), X( tau, 'inform BAG administrator' ), X( tau, ->( 'enter senddate procedure confirmation', 'register date decision terminate on request' ) ), X( tau, ->( X( tau, 'register deadline', 'temporary permit' ), 'send procedure confirmation' ) ), +( 'enter senddate retrieve missing data', ->( X( tau, ->( 'treat subcases completeness', 'subcases completeness completed', X( tau, ->( 'WAW permit aspect', 'multiple components selected' ) ) ) ), +( X( tau, *( 'start WABOprocedure', tau ) ), ->( +( 'request complete', *( X( 'procedure change', ->( X( 'create procedure confirmation', ->( 'term for supplying missing data', X( tau, 'create letter requesting missing data' ) ) ), X( tau, 'publish' ), X( tau, 'create subcases completeness' ) ) ), tau ) ), +( 'retrieve missing data', X( tau, 'phase asked additional information' ) ) ) ) ) ), X( tau, 'extend procedure term' ) ) ), X( tau, 'initiative competent authority' ) ) ), X( tau, ->( X( ->( 'create decision terminate on request', 'decision terminate on request' ), ->( 'create message terminate request', 'message terminate request', 'read publication date field', 'phase procedure prematurely terminated' ) ), 'phase procedure aborted', X( tau, 'stop process after terminate on request' ) ) ) ) ), X( tau, 'close case', 'enter senddate request termination', ->( 'receive additional information', 'keep permanently suspended', 'creating decision permanently suspended' ) ) )")
('BPIC15_3/process_tree_case_size_betwee_18_and_19_noise_40.svg', "->( 'register submission date request', X( tau, 'OLO messaging active' ), +( 'forward to the competent authority', 'phase application received', 'regular procedure without MER', X( tau, 'enter senddate confirmation request' ), ->( +( X( tau, 'enter date termination request received' ), ->( +( X( tau, 'terminate on request' ), ->( X( tau, 'applicant is stakeholder' ), +( 'enter senddate acknowledgement', ->( X( tau, 'reception through OLO' ), *( 'send confirmation receipt', tau ) ) ), X( tau, 'inform BAG administrator' ), X( tau, ->( *( 'enter senddate procedure confirmation', tau ), 'register date decision terminate on request' ) ), X( tau, 'register deadline', 'temporary permit' ), X( tau, 'send procedure confirmation' ), X( tau, 'registrer date of publishing received request' ), X( tau, ->( 'treat subcases completeness', 'subcases completeness completed' ) ), X( tau, ->( 'WAW permit aspect', 'multiple components selected' ) ), +( *( 'start WABOprocedure', tau ), ->( 'create procedure confirmation', X( tau, 'publish' ), 'create subcases completeness', 'procedure change', 'request complete', 'term for supplying missing data', X( tau, 'create letter requesting missing data' ), +( 'retrieve missing data', X( tau, 'phase asked additional information' ) ) ) ), X( tau, 'enter senddate retrieve missing data' ), X( tau, 'extend procedure term' ) ) ), X( tau, 'initiative competent authority' ) ) ), X( tau, ->( X( ->( 'create decision terminate on request', 'decision terminate on request' ), ->( 'create message terminate request', 'message terminate request', 'read publication date field', 'phase procedure prematurely terminated' ) ), 'phase procedure aborted', X( tau, 'stop process after terminate on request' ) ) ) ) ), X( tau, 'close case', 'enter senddate request termination', ->( 'receive additional information', 'keep permanently suspended', 'creating decision permanently suspended' ) ) )")
('BPIC15_3/process_tree_case_size_betwee_18_and_19_noise_50.svg', "->( 'register submission date request', 'OLO messaging active', +( 'forward to the competent authority', 'phase application received', 'regular procedure without MER', X( tau, 'enter senddate confirmation request' ), ->( +( X( tau, 'enter date termination request received' ), ->( +( X( tau, 'terminate on request' ), ->( +( X( tau, *( 'enter senddate procedure confirmation', tau ) ), ->( X( tau, ->( X( tau, 'applicant is stakeholder' ), +( 'enter senddate acknowledgement', ->( X( tau, 'reception through OLO' ), *( 'send confirmation receipt', tau ) ) ) ) ), X( tau, 'inform BAG administrator', 'register deadline', 'temporary permit' ), X( 'send procedure confirmation', ->( X( tau, ->( X( tau, 'registrer date of publishing received request' ), 'treat subcases completeness', 'subcases completeness completed', X( tau, ->( 'WAW permit aspect', 'multiple components selected' ) ) ) ), X( tau, 'start WABOprocedure' ), 'create procedure confirmation', 'publish', 'create subcases completeness', 'procedure change', 'request complete', 'term for supplying missing data', 'create letter requesting missing data', 'retrieve missing data', 'phase asked additional information', 'enter senddate retrieve missing data' ) ) ) ), X( tau, 'extend procedure term' ) ) ), X( tau, 'initiative competent authority' ) ) ), X( tau, ->( X( ->( 'create decision terminate on request', 'decision terminate on request' ), ->( 'create message terminate request', 'message terminate request', 'read publication date field', 'phase procedure prematurely terminated' ) ), 'phase procedure aborted', X( tau, 'stop process after terminate on request' ) ) ) ) ), X( tau, 'close case', 'enter senddate request termination', ->( 'receive additional information', 'keep permanently suspended', 'creating decision permanently suspended' ) ) )")
