visualization_filename, serialization
('BPIC15_1/process_tree_case_size_betwee_14_and_16_noise_70.svg', "->( 'register submission date request', X( tau, +( 'phase application received', X( tau, 'phase procedure aborted' ), ->( +( X( tau, 'phase procedure prematurely terminated' ), ->( +( 'enter date termination request received', ->( +( X( tau, 'register deadline' ), ->( +( *( 'send confirmation receipt', tau ), ->( X( tau, ->( 'no permit needed or only notification needed', 'applicant is stakeholder' ) ), +( 'start WABOprocedure', ->( +( 'terminate on request', ->( +( 'registration date publication', ->( X( 'reception through OLO', ->( X( tau, ->( X( 'MER required', 'MER present' ), 'activities regular procedure', 'phased application' ) ), X( tau, ->( 'create procedure confirmation', 'publish', 'create subcases completeness', 'create publication document' ) ), 'OLO messaging active', 'enter senddate acknowledgement' ) ), 'forward to the competent authority', 'regular procedure without MER', X( tau, 'register date decision terminate on request', ->( 'enter date decision procedure term extension', 'enter senddate decision procedure term extension' ) ), +( 'send procedure confirmation', 'enter senddate procedure confirmation' ), X( tau, 'inform BAG administrator' ) ) ), X( tau, 'extend procedure term' ) ) ), X( tau, 'read field phased application' ) ) ) ) ), X( tau, ->( 'message terminate request', 'enter senddate request termination' ) ) ) ), X( tau, 'initiative competent authority' ) ) ), X( tau, 'create message terminate request' ) ) ), X( tau, +( 'request to competent authority', 'forward transcript to stakeholders' ) ) ) ) ), X( ->( 'phase forwarded to competent authority', +( *( 'enter senddate letter to stakeholders', tau ), *( 'enter senddate letter to competent authority', tau ) ) ), 'decision terminate on request', ->( 'treat subcases completeness', 'subcases completeness completed', 'procedure change' ), ->( 'register number of days extension period', 'creating decision procedure term extension', 'decision procedure term extension', 'copy decision to extend procedure to stakeholders' ) ) )")
('BPIC15_1/process_tree_case_size_betwee_14_and_16_noise_80.svg', "->( 'register submission date request', X( tau, +( 'phase application received', 'phase procedure aborted', ->( +( 'phase procedure prematurely terminated', ->( +( 'enter date termination request received', ->( +( X( tau, 'register deadline' ), ->( +( *( 'send confirmation receipt', tau ), ->( X( tau, ->( 'no permit needed or only notification needed', 'applicant is stakeholder' ) ), +( 'start WABOprocedure', ->( +( 'terminate on request', ->( +( 'registration date publication', ->( +( 'enter senddate procedure confirmation', ->( X( ->( X( 'MER required', 'MER present' ), 'activities regular procedure', 'phased application', 'create procedure confirmation', 'publish' ), ->( X( tau, ->( 'create subcases completeness', 'create publication document' ) ), 'OLO messaging active', +( 'enter senddate acknowledgement', 'reception through OLO' ), 'forward to the competent authority' ) ), X( tau, ->( 'enter date decision procedure term extension', 'enter senddate decision procedure term extension' ) ), 'regular procedure without MER', X( tau, 'register date decision terminate on request' ) ) ), X( tau, 'enter senddate confirmation request' ), 'send procedure confirmation', X( tau, 'inform BAG administrator' ) ) ), X( tau, 'extend procedure term' ) ) ), X( tau, 'read field phased application' ) ) ) ) ), X( tau, ->( 'message terminate request', 'enter senddate request termination' ) ) ) ), X( tau, 'initiative competent authority' ) ) ), X( tau, 'create message terminate request' ) ) ), X( tau, +( 'request to competent authority', 'forward transcript to stakeholders' ) ) ) ) ), X( ->( 'phase forwarded to competent authority', +( *( 'enter senddate letter to stakeholders', tau ), *( 'enter senddate letter to competent authority', tau ) ) ), 'decision terminate on request', ->( 'treat subcases completeness', 'subcases completeness completed', 'procedure change' ), ->( 'register number of days extension period', 'creating decision procedure term extension', 'decision procedure term extension', 'copy decision to extend procedure to stakeholders' ) ) )")
('BPIC15_1/process_tree_case_size_betwee_14_and_16_noise_90.svg', "->( 'register submission date request', X( tau, +( 'phase application received', 'phase procedure aborted', ->( +( 'phase procedure prematurely terminated', ->( +( 'enter date termination request received', ->( +( 'register deadline', ->( +( *( 'send confirmation receipt', tau ), ->( X( tau, ->( 'no permit needed or only notification needed', 'applicant is stakeholder' ) ), +( 'start WABOprocedure', ->( +( 'terminate on request', ->( +( 'registration date publication', ->( +( 'enter senddate procedure confirmation', ->( X( ->( X( 'MER required', 'MER present' ), 'activities regular procedure', 'phased application', 'create procedure confirmation', 'publish' ), ->( 'create subcases completeness', 'create publication document', 'OLO messaging active', +( 'enter senddate acknowledgement', 'reception through OLO' ), 'forward to the competent authority' ) ), X( tau, ->( 'enter date decision procedure term extension', 'enter senddate decision procedure term extension' ) ), 'regular procedure without MER', X( tau, 'register date decision terminate on request' ) ) ), X( tau, 'enter senddate confirmation request' ), 'send procedure confirmation', 'inform BAG administrator' ) ), 'extend procedure term' ) ), X( tau, 'read field phased application' ) ) ) ) ), 'message terminate request', 'enter senddate request termination' ) ), 'initiative competent authority' ) ), 'create message terminate request' ) ), +( 'request to competent authority', 'forward transcript to stakeholders' ) ) ) ), X( ->( 'phase forwarded to competent authority', +( *( 'enter senddate letter to stakeholders', tau ), *( 'enter senddate letter to competent authority', tau ) ) ), 'decision terminate on request', ->( 'treat subcases completeness', 'subcases completeness completed', 'procedure change' ), ->( 'register number of days extension period', 'creating decision procedure term extension', 'decision procedure term extension', 'copy decision to extend procedure to stakeholders' ) ) )")
('BPIC15_1/process_tree_case_size_betwee_15_and_18_noise_10.svg', "->( 'register submission date request', X( tau, 'OLO messaging active' ), +( 'forward to the competent authority', 'phase application received', X( tau, 'enter senddate decision procedure term extension' ), ->( +( X( tau, 'enter date decision procedure term extension' ), ->( +( X( tau, 'procedure change' ), ->( +( *( 'send confirmation receipt', tau ), ->( X( tau, ->( *( 'no permit needed or only notification needed', tau ), X( tau, ->( 'create letter only notification required', 'phase case handled' ) ) ) ), *( ->( +( X( tau, 'enter senddate acknowledgement' ), X( tau, ->( X( tau, ->( +( X( tau, 'enter date termination request received' ), ->( X( tau, +( X( tau, 'enter senddate procedure confirmation' ), ->( X( tau, 'reception through OLO' ), X( tau, 'MER required' ), +( X( tau, 'registration date publication' ), ->( X( tau, ->( X( tau, *( 'registrer date of publishing received request', tau ) ), 'applicant is stakeholder' ), ->( 'register date decision terminate on request', 'enter senddate confirmation request' ) ), X( tau, +( 'regular procedure without MER', ->( X( tau, ->( X( tau, 'MER present' ), 'activities regular procedure', 'phased application', X( tau, ->( 'first or second phase', 'term 14 or 26 weeks' ) ) ) ), +( X( tau, 'create procedure confirmation' ), ->( X( tau, 'create subcases completeness' ), +( X( tau, 'send procedure confirmation' ), X( tau, ->( X( tau, 'publish' ), X( tau, +( X( tau, 'create publication document' ), ->( X( tau, 'read field phased application' ), 'start WABOprocedure', X( tau, 'inform BAG administrator' ) ) ) ) ) ) ) ) ) ) ) ), X( tau, +( 'extend procedure term', X( tau, 'suspend term' ) ) ), X( tau, 'treat subcases completeness' ) ) ) ) ) ), X( tau, 'terminate on request' ), X( tau, 'initiative competent authority' ) ) ), X( tau, +( 'phase procedure prematurely terminated', X( tau, ->( 'create message terminate request', X( tau, 'read publication date field' ) ) ) ), ->( 'create decision terminate on request', 'decision terminate on request' ) ) ) ), X( tau, +( X( tau, 'enter senddate request termination' ), ->( X( tau, 'message terminate request' ), X( tau, 'phase procedure aborted' ), X( tau, +( X( tau, 'close case' ), X( tau, ->( X( tau, ->( 'phase archived case', 'stop all running subcases 2b' ) ), 'register deadline' ) ) ) ) ) ) ) ) ) ), X( tau, 'WAW permit aspect' ) ), tau ) ) ), X( tau, 'subcases completeness completed' ) ) ), X( tau, ->( 'register number of days extension period', 'creating decision procedure term extension', 'decision procedure term extension' ) ) ) ), X( tau, 'copy decision to extend procedure to stakeholders' ) ) ), X( tau, 'stop process after terminate on request', ->( 'phase forwarded to competent authority', +( *( 'enter senddate letter to stakeholders', tau ), *( 'enter senddate letter to competent authority', tau ) ) ) ) )")
('BPIC15_1/process_tree_case_size_betwee_15_and_18_noise_20.svg', "->( 'register submission date request', X( tau, 'OLO messaging active' ), X( tau, ->( *( 'no permit needed or only notification needed', tau ), 'create letter only notification required', 'phase case handled' ) ), +( 'phase application received', X( tau, 'enter senddate decision procedure term extension' ), ->( +( X( tau, 'enter date decision procedure term extension' ), ->( +( X( tau, 'procedure change' ), ->( *( ->( +( X( tau, 'applicant is stakeholder' ), ->( +( X( tau, 'enter date termination request received' ), ->( +( X( tau, 'enter senddate procedure confirmation' ), ->( X( tau, 'reception through OLO' ), X( tau, ->( 'register date decision terminate on request', 'enter senddate confirmation request' ), ->( 'MER present', 'activities regular procedure', 'phased application', 'first or second phase', 'term 14 or 26 weeks' ) ), +( X( tau, 'register deadline' ), ->( X( tau, ->( X( tau, ->( 'enter senddate request termination', 'message terminate request' ) ), 'phase procedure aborted', X( tau, ->( 'close case', X( tau, ->( 'phase archived case', 'stop all running subcases 2b' ) ) ) ) ) ), X( tau, *( 'send confirmation receipt', tau ) ), X( tau, ->( 'forward to the competent authority', +( 'regular procedure without MER', X( tau, +( X( tau, 'create procedure confirmation' ), ->( X( tau, 'create subcases completeness', ->( 'publish', X( tau, 'create publication document' ) ) ), 'start WABOprocedure' ) ) ) ), X( tau, 'inform BAG administrator' ), X( tau, 'send procedure confirmation' ), X( tau, ->( X( tau, 'suspend term' ), 'treat subcases completeness' ) ), X( tau, 'registration date publication' ) ) ), X( tau, 'terminate on request' ), X( tau, ->( 'create decision terminate on request', 'decision terminate on request' ) ) ) ) ) ), X( tau, 'initiative competent authority' ) ) ), X( tau, 'WAW permit aspect' ) ) ), X( tau, 'enter senddate acknowledgement', 'extend procedure term', ->( X( tau, ->( 'create message terminate request', X( tau, 'read publication date field' ) ) ), 'phase procedure prematurely terminated' ) ) ), tau ), X( tau, 'subcases completeness completed' ) ) ), X( tau, ->( 'register number of days extension period', 'creating decision procedure term extension', 'decision procedure term extension' ) ) ) ), X( tau, 'copy decision to extend procedure to stakeholders' ) ) ), X( tau, 'stop process after terminate on request', ->( 'phase forwarded to competent authority', +( *( 'enter senddate letter to stakeholders', tau ), *( 'enter senddate letter to competent authority', tau ) ) ) ) )")
('BPIC15_1/process_tree_case_size_betwee_15_and_18_noise_30.svg', "->( 'register submission date request', X( tau, 'OLO messaging active' ), X( tau, ->( *( 'no permit needed or only notification needed', tau ), 'create letter only notification required', 'phase case handled' ) ), +( 'phase application received', X( tau, 'enter date termination request received' ), ->( +( X( tau, 'enter senddate decision procedure term extension' ), ->( +( X( tau, 'enter date decision procedure term extension' ), ->( +( X( tau, 'procedure change' ), ->( *( ->( +( X( tau, 'WAW permit aspect' ), ->( +( X( tau, 'enter senddate procedure confirmation' ), ->( X( tau, 'reception through OLO' ), X( tau, ->( 'register date decision terminate on request', 'enter senddate confirmation request' ) ), +( X( tau, 'register deadline' ), ->( X( tau, ->( X( tau, 'enter senddate request termination' ), X( tau, 'message terminate request' ), 'phase procedure aborted', X( tau, 'close case' ), X( tau, ->( 'phase archived case', 'stop all running subcases 2b' ) ) ) ), X( tau, ->( *( 'send confirmation receipt', tau ), 'forward to the competent authority', X( tau, 'create procedure confirmation' ), +( X( tau, 'publish' ), 'regular procedure without MER' ), X( tau, 'create publication document', 'create subcases completeness' ), X( tau, 'start WABOprocedure' ), X( tau, 'inform BAG administrator' ), X( tau, 'send procedure confirmation' ), X( tau, 'applicant is stakeholder' ) ) ), X( tau, 'terminate on request' ), X( tau, ->( 'create decision terminate on request', 'decision terminate on request' ) ) ) ) ) ), X( tau, 'suspend term' ), X( tau, 'treat subcases completeness' ) ) ), X( tau, ->( X( tau, 'enter senddate acknowledgement' ), X( tau, +( X( tau, 'registration date publication' ), X( tau, 'extend procedure term' ) ) ) ) ) ), tau ), X( tau, 'subcases completeness completed' ) ) ), X( tau, ->( 'register number of days extension period', 'creating decision procedure term extension', 'decision procedure term extension' ) ) ) ), X( tau, 'copy decision to extend procedure to stakeholders' ) ) ), X( tau, 'initiative competent authority' ) ) ), X( tau, ->( 'create message terminate request', X( tau, 'read publication date field' ) ) ), X( tau, 'phase procedure prematurely terminated' ), X( tau, 'stop process after terminate on request', ->( 'phase forwarded to competent authority', +( *( 'enter senddate letter to stakeholders', tau ), *( 'enter senddate letter to competent authority', tau ) ) ) ) )")
('BPIC15_1/process_tree_case_size_betwee_15_and_18_noise_40.svg', "->( 'register submission date request', X( tau, 'OLO messaging active' ), +( 'forward to the competent authority', 'phase application received', X( tau, 'enter senddate decision procedure term extension' ), ->( +( X( tau, 'enter date decision procedure term extension' ), ->( +( X( tau, 'phase procedure aborted' ), ->( +( X( tau, 'phase procedure prematurely terminated' ), ->( +( X( tau, 'enter date termination request received' ), ->( +( X( tau, 'procedure change' ), ->( +( *( 'send confirmation receipt', tau ), ->( X( tau, ->( *( 'no permit needed or only notification needed', tau ), X( tau, ->( 'create letter only notification required', 'phase case handled' ) ) ) ), +( X( tau, 'close case' ), ->( X( tau, ->( 'phase archived case', 'stop all running subcases 2b', 'phase only notification required' ) ), +( X( tau, 'register deadline' ), ->( X( tau, ->( X( 'MER required', 'MER present' ), 'activities regular procedure', 'phased application', X( tau, ->( 'first or second phase', 'term 14 or 26 weeks' ) ) ) ), X( tau, 'applicant is stakeholder' ), +( X( tau, 'start WABOprocedure' ), ->( +( X( tau, 'enter senddate procedure confirmation' ), X( tau, 'enter senddate confirmation request' ), ->( X( tau, ->( +( 'enter senddate acknowledgement', X( tau, 'reception through OLO' ) ), X( tau, 'register date decision terminate on request' ) ) ), 'regular procedure without MER', 'send procedure confirmation' ) ), X( tau, ->( 'create procedure confirmation', X( tau, 'publish' ) ) ), X( tau, 'create publication document' ), X( tau, 'create subcases completeness' ) ) ), X( tau, 'treat subcases completeness' ), +( X( tau, 'registration date publication' ), X( tau, 'extend procedure term' ) ), 'terminate on request', X( tau, ->( 'create decision terminate on request', 'decision terminate on request' ), +( 'message terminate request', 'enter senddate request termination' ) ) ) ) ) ) ) ), X( tau, 'subcases completeness completed' ) ) ), X( tau, 'initiative competent authority' ) ) ), X( tau, ->( 'create message terminate request', X( tau, 'read publication date field' ) ) ) ) ), X( tau, +( 'request to competent authority', 'forward transcript to stakeholders' ) ) ) ), X( tau, ->( 'register number of days extension period', 'creating decision procedure term extension', 'decision procedure term extension' ) ) ) ), X( tau, 'copy decision to extend procedure to stakeholders' ) ) ), X( tau, 'stop process after terminate on request', ->( 'phase forwarded to competent authority', +( *( 'enter senddate letter to stakeholders', tau ), *( 'enter senddate letter to competent authority', tau ) ) ) ) )")
('BPIC15_1/process_tree_case_size_betwee_15_and_18_noise_50.svg', "->( 'register submission date request', 'OLO messaging active', +( 'forward to the competent authority', 'phase application received', X( tau, 'enter senddate decision procedure term extension' ), ->( +( X( tau, 'enter date decision procedure term extension' ), ->( +( X( tau, 'phase procedure aborted' ), ->( +( X( tau, 'phase procedure prematurely terminated' ), ->( +( X( tau, 'enter date termination request received' ), ->( +( X( tau, 'procedure change' ), ->( +( *( 'send confirmation receipt', tau ), ->( X( tau, ->( *( 'no permit needed or only notification needed', tau ), X( tau, ->( 'create letter only notification required', 'phase case handled' ) ) ) ), +( X( tau, 'close case' ), ->( X( tau, ->( 'phase archived case', 'stop all running subcases 2b', 'phase only notification required' ) ), +( X( tau, 'register deadline' ), ->( *( ->( +( X( tau, 'enter senddate procedure confirmation' ), ->( X( tau, 'reception through OLO' ), +( X( tau, 'registration date publication' ), ->( X( tau, 'enter senddate acknowledgement', ->( X( tau, *( 'registrer date of publishing received request', tau ) ), 'applicant is stakeholder' ), +( 'regular procedure without MER', ->( X( tau, ->( X( 'MER required', 'MER present' ), 'activities regular procedure', 'phased application', X( tau, ->( 'first or second phase', 'term 14 or 26 weeks' ) ) ) ), +( X( tau, 'create procedure confirmation' ), ->( X( tau, 'create subcases completeness' ), X( ->( 'publish', 'create publication document' ), ->( X( tau, ->( X( tau, 'read field phased application' ), 'start WABOprocedure' ) ), *( X( 'send procedure confirmation', 'register date decision terminate on request' ), 'enter senddate confirmation request' ) ) ) ) ) ) ) ), X( tau, 'terminate on request' ), X( tau, +( 'extend procedure term', X( tau, 'suspend term' ) ) ), X( tau, 'treat subcases completeness' ) ) ) ) ), X( tau, 'WAW permit aspect' ) ), tau ), X( tau, ->( 'create decision terminate on request', 'decision terminate on request' ), +( 'message terminate request', 'enter senddate request termination' ) ) ) ) ) ) ) ), X( tau, 'subcases completeness completed' ) ) ), X( tau, 'initiative competent authority' ) ) ), X( tau, ->( 'create message terminate request', X( tau, 'read publication date field' ) ) ) ) ), X( tau, +( 'request to competent authority', 'forward transcript to stakeholders' ) ) ) ), X( tau, ->( 'register number of days extension period', 'creating decision procedure term extension', 'decision procedure term extension' ) ) ) ), X( tau, 'copy decision to extend procedure to stakeholders' ) ) ), X( tau, 'stop process after terminate on request', ->( 'phase forwarded to competent authority', +( *( 'enter senddate letter to stakeholders', tau ), *( 'enter senddate letter to competent authority', tau ) ) ) ) )")
('BPIC15_1/process_tree_case_size_betwee_15_and_18_noise_60.svg', "->( 'register submission date request', 'OLO messaging active', +( 'forward to the competent authority', 'phase application received', X( tau, 'enter senddate decision procedure term extension' ), ->( +( X( tau, 'enter date decision procedure term extension' ), ->( +( X( tau, 'phase procedure aborted' ), ->( X( tau, +( X( tau, 'phase procedure prematurely terminated' ), ->( +( 'enter date termination request received', ->( +( X( tau, 'procedure change' ), ->( +( *( 'send confirmation receipt', tau ), ->( X( tau, ->( *( 'no permit needed or only notification needed', tau ), X( tau, ->( 'create letter only notification required', 'phase case handled' ) ) ) ), +( X( tau, 'close case' ), ->( X( tau, ->( 'phase archived case', 'stop all running subcases 2b', 'phase only notification required' ) ), +( X( tau, 'register deadline' ), ->( *( ->( +( X( tau, 'enter senddate procedure confirmation' ), ->( X( tau, 'reception through OLO' ), X( 'enter senddate acknowledgement', +( X( tau, 'registration date publication' ), ->( X( tau, ->( X( tau, *( 'registrer date of publishing received request', tau ) ), 'applicant is stakeholder' ), *( ->( 'regular procedure without MER', X( 'register date decision terminate on request', ->( X( tau, ->( 'first or second phase', 'term 14 or 26 weeks' ) ), 'send procedure confirmation' ) ) ), 'enter senddate confirmation request' ), ->( X( tau, ->( X( 'MER required', 'MER present' ), 'activities regular procedure', 'phased application' ) ), 'create procedure confirmation', X( 'create subcases completeness', ->( 'publish', 'create publication document', 'read field phased application' ) ), 'start WABOprocedure' ) ), 'terminate on request', X( tau, +( 'extend procedure term', X( tau, 'suspend term' ) ) ), X( tau, 'treat subcases completeness' ) ) ) ) ) ), X( tau, 'WAW permit aspect' ) ), tau ), X( tau, +( 'message terminate request', 'enter senddate request termination' ) ) ) ) ) ) ) ), X( tau, 'subcases completeness completed' ) ) ), X( tau, 'initiative competent authority' ) ) ), X( tau, ->( 'create message terminate request', X( tau, 'read publication date field' ) ) ) ) ) ), X( tau, +( 'request to competent authority', 'forward transcript to stakeholders' ) ) ) ), X( tau, ->( 'register number of days extension period', 'creating decision procedure term extension', 'decision procedure term extension' ) ) ) ), X( tau, 'copy decision to extend procedure to stakeholders' ) ) ), X( tau, 'stop process after terminate on request', ->( 'phase forwarded to competent authority', +( *( 'enter senddate letter to stakeholders', tau ), *( 'enter senddate letter to competent authority', tau ) ) ) ) )")
('BPIC15_1/process_tree_case_size_betwee_15_and_18_noise_70.svg', "->( 'register submission date request', 'OLO messaging active', +( 'forward to the competent authority', 'phase application received', X( tau, 'enter senddate decision procedure term extension' ), ->( +( X( tau, 'enter date decision procedure term extension' ), ->( +( 'phase procedure aborted', ->( X( tau, +( X( tau, 'phase procedure prematurely terminated' ), ->( +( 'enter date termination request received', ->( +( X( tau, 'procedure change' ), ->( +( *( 'send confirmation receipt', tau ), ->( X( tau, ->( *( 'no permit needed or only notification needed', tau ), 'create letter only notification required', 'phase case handled' ) ), +( X( tau, 'close case' ), ->( X( tau, ->( 'phase archived case', 'stop all running subcases 2b', 'phase only notification required' ) ), +( X( tau, 'register deadline' ), ->( *( ->( +( 'enter senddate procedure confirmation', ->( X( tau, 'reception through OLO' ), X( 'enter senddate acknowledgement', +( 'registration date publication', ->( X( tau, ->( X( tau, *( 'registrer date of publishing received request', tau ) ), 'applicant is stakeholder' ), ->( 'create subcases completeness', 'start WABOprocedure' ), ->( X( 'MER required', 'MER present' ), 'activities regular procedure', 'phased application', 'create procedure confirmation', 'publish', 'create publication document' ), *( ->( 'regular procedure without MER', X( 'register date decision terminate on request', ->( X( tau, ->( 'first or second phase', 'term 14 or 26 weeks' ) ), 'send procedure confirmation' ) ) ), 'enter senddate confirmation request' ) ), 'terminate on request', X( tau, +( 'extend procedure term', X( tau, 'suspend term' ) ) ), X( tau, 'treat subcases completeness' ) ) ) ) ) ), X( tau, 'WAW permit aspect' ) ), tau ), X( tau, +( 'message terminate request', 'enter senddate request termination' ) ) ) ) ) ) ) ), X( tau, 'subcases completeness completed' ) ) ), X( tau, 'initiative competent authority' ) ) ), X( tau, ->( 'create message terminate request', X( tau, 'read publication date field' ) ) ) ) ) ), X( tau, +( 'request to competent authority', 'forward transcript to stakeholders' ) ) ) ), X( tau, ->( 'register number of days extension period', 'creating decision procedure term extension', 'decision procedure term extension' ) ) ) ), X( tau, 'copy decision to extend procedure to stakeholders' ) ) ), X( tau, 'stop process after terminate on request', ->( 'phase forwarded to competent authority', +( *( 'enter senddate letter to stakeholders', tau ), *( 'enter senddate letter to competent authority', tau ) ) ) ) )")
('BPIC15_1/process_tree_case_size_betwee_15_and_18_noise_80.svg', "->( 'register submission date request', 'OLO messaging active', +( 'forward to the competent authority', 'phase application received', X( tau, 'enter senddate decision procedure term extension' ), ->( +( X( tau, 'enter date decision procedure term extension' ), ->( +( 'phase procedure aborted', ->( X( tau, +( 'phase procedure prematurely terminated', ->( +( 'enter date termination request received', ->( +( X( tau, 'procedure change' ), ->( +( *( 'send confirmation receipt', tau ), ->( X( tau, ->( *( 'no permit needed or only notification needed', tau ), 'create letter only notification required', 'phase case handled' ) ), +( X( tau, 'close case' ), ->( X( tau, ->( 'phase archived case', 'stop all running subcases 2b', 'phase only notification required' ) ), +( 'register deadline', ->( *( ->( X( 'enter senddate acknowledgement', +( 'enter senddate procedure confirmation', ->( X( tau, 'reception through OLO' ), +( 'registration date publication', ->( X( tau, ->( *( 'registrer date of publishing received request', tau ), 'applicant is stakeholder' ), ->( 'create subcases completeness', 'start WABOprocedure' ), ->( X( 'MER required', 'MER present' ), 'activities regular procedure', 'phased application', 'create procedure confirmation', 'publish', 'create publication document' ), *( ->( 'regular procedure without MER', X( 'register date decision terminate on request', ->( X( tau, ->( 'first or second phase', 'term 14 or 26 weeks' ) ), 'send procedure confirmation' ) ) ), 'enter senddate confirmation request' ) ), 'terminate on request', X( tau, +( 'extend procedure term', X( tau, 'suspend term' ) ) ), X( tau, 'treat subcases completeness' ) ) ) ) ) ), X( tau, 'WAW permit aspect' ) ), tau ), X( tau, +( 'message terminate request', 'enter senddate request termination' ) ) ) ) ) ) ) ), X( tau, 'subcases completeness completed' ) ) ), X( tau, 'initiative competent authority' ) ) ), X( tau, ->( 'create message terminate request', 'read publication date field' ) ) ) ) ), X( tau, +( 'request to competent authority', 'forward transcript to stakeholders' ) ) ) ), X( tau, ->( 'register number of days extension period', 'creating decision procedure term extension', 'decision procedure term extension' ) ) ) ), X( tau, 'copy decision to extend procedure to stakeholders' ) ) ), X( tau, 'stop process after terminate on request', ->( 'phase forwarded to competent authority', +( *( 'enter senddate letter to stakeholders', tau ), *( 'enter senddate letter to competent authority', tau ) ) ) ) )")
('BPIC15_1/process_tree_case_size_betwee_15_and_18_noise_90.svg', "->( 'register submission date request', 'OLO messaging active', +( 'forward to the competent authority', 'phase application received', 'enter senddate decision procedure term extension', ->( +( 'enter date decision procedure term extension', ->( +( 'phase procedure aborted', ->( X( tau, +( 'phase procedure prematurely terminated', ->( +( 'enter date termination request received', ->( +( 'procedure change', ->( +( *( 'send confirmation receipt', tau ), ->( *( 'no permit needed or only notification needed', tau ), 'create letter only notification required', 'phase case handled', +( 'close case', ->( X( tau, ->( 'phase archived case', 'stop all running subcases 2b', 'phase only notification required' ) ), +( 'register deadline', ->( *( ->( X( 'enter senddate acknowledgement', +( 'enter senddate procedure confirmation', ->( 'reception through OLO', +( 'registration date publication', ->( X( tau, ->( *( 'registrer date of publishing received request', tau ), 'applicant is stakeholder' ), ->( 'create subcases completeness', 'start WABOprocedure' ), ->( X( 'MER required', 'MER present' ), 'activities regular procedure', 'phased application', 'create procedure confirmation', 'publish', 'create publication document' ), *( ->( 'regular procedure without MER', X( 'register date decision terminate on request', ->( X( tau, ->( 'first or second phase', 'term 14 or 26 weeks' ) ), 'send procedure confirmation' ) ) ), 'enter senddate confirmation request' ) ), 'terminate on request', +( 'extend procedure term', 'suspend term' ), X( tau, 'treat subcases completeness' ) ) ) ) ) ), X( tau, 'WAW permit aspect' ) ), tau ), +( 'message terminate request', 'enter senddate request termination' ) ) ) ) ) ) ), 'subcases completeness completed' ) ), 'initiative competent authority' ) ), 'create message terminate request', 'read publication date field' ) ) ), X( tau, +( 'request to competent authority', 'forward transcript to stakeholders' ) ) ) ), 'register number of days extension period', 'creating decision procedure term extension', 'decision procedure term extension' ) ), 'copy decision to extend procedure to stakeholders' ) ), X( 'stop process after terminate on request', ->( 'phase forwarded to competent authority', +( *( 'enter senddate letter to stakeholders', tau ), *( 'enter senddate letter to competent authority', tau ) ) ) ) )")
('BPIC15_1/process_tree_case_size_betwee_17_and_19_noise_10.svg', "->( +( 'forward to the competent authority', 'phase application received', 'register submission date request', ->( X( tau, 'OLO messaging active' ), +( X( tau, 'enter senddate decision procedure term extension' ), ->( +( X( tau, 'enter date decision procedure term extension' ), ->( +( X( tau, 'procedure change' ), ->( +( X( tau, 'treat subcases completeness' ), ->( *( +( X( tau, 'enter senddate procedure confirmation' ), ->( X( tau, 'reception through OLO' ), *( *( +( X( tau, 'inform BAG administrator' ), ->( X( 'enter senddate confirmation request', ->( 'no permit needed or only notification needed', X( tau, ->( 'create letter only notification required', 'phase case handled' ) ) ), ->( X( 'registration date publication', 'enter senddate acknowledgement', 'send confirmation receipt', ->( 'terminate on request', X( tau, 'initiative competent authority' ) ) ), X( tau, 'enter date termination request received' ), X( tau, +( 'phase procedure prematurely terminated', X( tau, ->( 'create message terminate request', X( tau, 'read publication date field' ) ) ) ), ->( 'create decision terminate on request', 'decision terminate on request' ) ) ) ), X( tau, +( X( tau, 'enter senddate request termination' ), ->( X( tau, ->( 'message terminate request', X( tau, 'cancel BAG objects research' ) ) ), +( X( tau, 'register deadline' ), X( tau, 'register date decision terminate on request', 'phase procedure aborted' ) ), X( tau, 'close case' ) ) ) ), X( tau, ->( 'phase archived case', 'stop all running subcases 2b' ), ->( X( tau, ->( X( tau, ->( X( tau, ->( X( tau, 'MER present' ), 'activities regular procedure' ) ), X( tau, 'phased application' ), +( 'regular procedure without MER', X( tau, ->( X( tau, ->( 'create procedure confirmation', X( tau, 'publish' ) ) ), X( tau, 'create subcases completeness' ), X( tau, 'create publication document' ) ) ) ) ) ), X( tau, 'start WABOprocedure' ), X( tau, ->( 'first or second phase', X( tau, 'term 14 or 26 weeks' ) ) ) ) ), X( tau, +( X( tau, 'WAW permit aspect' ), ->( X( tau, +( X( tau, 'send procedure confirmation' ), X( tau, 'applicant is stakeholder' ) ) ), X( tau, +( X( tau, 'extend procedure term' ), X( tau, 'suspend term' ) ) ) ) ) ), X( tau, 'read field phased application' ) ) ) ) ), tau ), tau ) ) ), tau ), X( tau, 'investigate BAG objects' ) ) ), X( tau, 'subcases completeness completed' ) ) ), X( tau, ->( 'register number of days extension period', 'creating decision procedure term extension', 'decision procedure term extension' ) ) ) ), X( tau, 'copy decision to extend procedure to stakeholders' ) ) ) ) ), X( tau, 'stop process after terminate on request', ->( +( 'create letter requesting missing data', 'request complete', ->( 'term for supplying missing data', X( tau, 'receive additional information' ) ) ), X( tau, 'retrieve missing data' ), X( tau, ->( 'phase asked additional information', X( tau, 'enter senddate retrieve missing data' ) ) ) ) ) )")
